estado;cidade;populacao;pib;pib_percapita;sigla;regiao
MINAS GERAIS;Faria Lemos;3734;30319.06054688;8119.72998047;MG;SUDESTE
MINAS GERAIS;Santo Antonio do Monte;25899;219847.546875;8488.65039062;MG;SUDESTE
MINAS GERAIS;Borda da Mata;15507;123114.4453125;7939.27978516;MG;SUDESTE
MINAS GERAIS;Sao Jose do Goiabal;5743;29155.28125;5076.66015625;MG;SUDESTE
MINAS GERAIS;Itapeva;8073;97032.3515625;12019.37011719;MG;SUDESTE
MINAS GERAIS;Itaverava;5749;26352.10742188;4583.77001953;MG;SUDESTE
MINAS GERAIS;Santo Antonio do Itambe;4651;21903.0703125;4709.31982422;MG;SUDESTE
MINAS GERAIS;Dom Silverio;5475;35067.38671875;6405.0;MG;SUDESTE
MINAS GERAIS;Volta Grande;5402;52225.57421875;9667.8203125;MG;SUDESTE
MINAS GERAIS;Sao Francisco de Paula;6384;51690.03515625;8096.81005859;MG;SUDESTE
MINAS GERAIS;Bonfim;6902;43645.4921875;6323.60009766;MG;SUDESTE
MINAS GERAIS;Sao Joao do Pacui;4223;20219.13476562;4787.85986328;MG;SUDESTE
MINAS GERAIS;Cristais;11269;109473.796875;9714.59960938;MG;SUDESTE
MINAS GERAIS;Laranjal;6568;43400.2734375;6607.83984375;MG;SUDESTE
MINAS GERAIS;Piedade de Caratinga;6937;39503.0390625;5694.54003906;MG;SUDESTE
MINAS GERAIS;Paraguacu;20429;208498.34375;10206.0;MG;SUDESTE
MINAS GERAIS;Taiobeiras;31333;160162.15625;5111.60986328;MG;SUDESTE
MINAS GERAIS;Miravania;4998;19420.89257812;3885.72998047;MG;SUDESTE
MINAS GERAIS;Juatuba;20978;770444.5625;36726.30859375;MG;SUDESTE
MINAS GERAIS;Itinga;15252;58555.12109375;3839.17993164;MG;SUDESTE
MINAS GERAIS;Palma;6212;41938.515625;6751.20996094;MG;SUDESTE
MINAS GERAIS;Coimbra;7209;43221.16015625;5995.43994141;MG;SUDESTE
MINAS GERAIS;Mariana;54689;1444840.125;26419.2109375;MG;SUDESTE
MINAS GERAIS;Urucania;10502;91329.15625;8696.36035156;MG;SUDESTE
MINAS GERAIS;Pedra do Anta;3731;17767.02929688;4762.0;MG;SUDESTE
MINAS GERAIS;Ijaci;6036;231447.125;38344.44921875;MG;SUDESTE
MINAS GERAIS;Frei Lagonegro;3493;16006.06542969;4582.33007812;MG;SUDESTE
MINAS GERAIS;Santa Cruz de Minas;7671;34635.61328125;4515.14013672;MG;SUDESTE
MINAS GERAIS;Estrela Dalva;2536;19506.14453125;7691.70019531;MG;SUDESTE
MINAS GERAIS;Itaobim;21618;142984.15625;6614.12011719;MG;SUDESTE
MINAS GERAIS;Buenopolis;9627;56813.33984375;5901.45996094;MG;SUDESTE
MINAS GERAIS;Serra do Salitre;10778;177244.234375;16445.0;MG;SUDESTE
MINAS GERAIS;Pequi;4504;41105.6484375;9126.48046875;MG;SUDESTE
MINAS GERAIS;Passos;107619;1185068.125;11011.70019531;MG;SUDESTE
MINAS GERAIS;Santa Margarida;14806;105679.0078125;7137.58007812;MG;SUDESTE
MINAS GERAIS;Botelhos;15289;117536.1875;7687.62988281;MG;SUDESTE
MINAS GERAIS;Varginha;121785;3046304.0;25013.7890625;MG;SUDESTE
MINAS GERAIS;Santana dos Montes;4134;19299.37695312;4668.45019531;MG;SUDESTE
MINAS GERAIS;Carmo do Cajuru;20031;169706.671875;8472.20019531;MG;SUDESTE
MINAS GERAIS;Virginopolis;11273;62167.61328125;5514.74023438;MG;SUDESTE
MINAS GERAIS;Coronel Fabriciano;105037;724103.75;6893.79980469;MG;SUDESTE
MINAS GERAIS;Itambe do Mato Dentro;2479;11206.33203125;4520.50976562;MG;SUDESTE
MINAS GERAIS;Rio Pardo de Minas;29947;150917.34375;5039.47998047;MG;SUDESTE
MINAS GERAIS;Rio Paranaiba;10990;361441.1875;32888.19140625;MG;SUDESTE
MINAS GERAIS;Paracatu;83560;1226047.25;14672.66015625;MG;SUDESTE
MINAS GERAIS;Senador Amaral;5201;49120.94140625;9444.51953125;MG;SUDESTE
MINAS GERAIS;Sao Joao del Rei;85503;822362.0;9617.9296875;MG;SUDESTE
MINAS GERAIS;Palmopolis;6810;27005.71679688;3965.60009766;MG;SUDESTE
MINAS GERAIS;Cambuquira;12936;97574.6875;7542.87988281;MG;SUDESTE
MINAS GERAIS;Santana da Vargem;7222;83066.21875;11501.83007812;MG;SUDESTE
MINAS GERAIS;Uberaba;296261;6489508.5;21904.69921875;MG;SUDESTE
MINAS GERAIS;Santa Fe de Minas;4129;24721.9375;5987.39013672;MG;SUDESTE
MINAS GERAIS;Corrego Fundo;5939;76349.15625;12855.55957031;MG;SUDESTE
MINAS GERAIS;Reduto;6663;42805.29296875;6424.33007812;MG;SUDESTE
MINAS GERAIS;Carmo do Paranaiba;32059;350128.65625;10921.37988281;MG;SUDESTE
MINAS GERAIS;Espirito Santo do Dourado;4471;37765.73046875;8446.8203125;MG;SUDESTE
MINAS GERAIS;Jequeri;13225;77701.3671875;5875.33984375;MG;SUDESTE
MINAS GERAIS;Florestal;6199;45382.26953125;7320.89990234;MG;SUDESTE
MINAS GERAIS;Carbonita;10783;62895.98828125;5832.87988281;MG;SUDESTE
MINAS GERAIS;Ouro Fino;32639;342506.3125;10493.76953125;MG;SUDESTE
MINAS GERAIS;Curral de Dentro;7376;32442.68164062;4398.41015625;MG;SUDESTE
MINAS GERAIS;Lajinha;17678;159347.21875;9013.87011719;MG;SUDESTE
MINAS GERAIS;Mirai;13502;116036.1015625;8593.99023438;MG;SUDESTE
MINAS GERAIS;Simao Pereira;2594;20950.86914062;8076.66015625;MG;SUDESTE
MINAS GERAIS;Santa Barbara do Tugurio;4574;28011.52929688;6124.08007812;MG;SUDESTE
MINAS GERAIS;Patrocinio;86467;1291521.0;14936.58007812;MG;SUDESTE
MINAS GERAIS;Desterro de Entre Rios;7173;34978.38671875;4876.39990234;MG;SUDESTE
MINAS GERAIS;Pirapora;53708;897816.875;16716.63085938;MG;SUDESTE
MINAS GERAIS;Perdigao;7961;60268.73046875;7570.5;MG;SUDESTE
MINAS GERAIS;Divino das Laranjeiras;5092;29345.26171875;5763.00976562;MG;SUDESTE
MINAS GERAIS;Monte Siao;20135;178911.0;8885.5703125;MG;SUDESTE
MINAS GERAIS;Ritapolis;5149;32851.6171875;6380.18994141;MG;SUDESTE
MINAS GERAIS;Ipaba;15422;59279.8671875;3843.85009766;MG;SUDESTE
MINAS GERAIS;Monte Alegre de Minas;19051;361592.75;18980.25;MG;SUDESTE
MINAS GERAIS;Sao Jose do Divino;3881;23774.8359375;6125.95996094;MG;SUDESTE
MINAS GERAIS;Descoberto;5126;33449.546875;6525.47021484;MG;SUDESTE
MINAS GERAIS;Divinesia;3409;19550.94335938;5735.10009766;MG;SUDESTE
MINAS GERAIS;Cristalia;5961;28999.57617188;4864.87988281;MG;SUDESTE
MINAS GERAIS;Urucuia;12203;67718.234375;5549.31005859;MG;SUDESTE
MINAS GERAIS;Nanuque;41329;362926.0;8781.38964844;MG;SUDESTE
MINAS GERAIS;Novo Oriente de Minas;10763;40001.7890625;3716.60009766;MG;SUDESTE
MINAS GERAIS;Igaratinga;9045;65943.7421875;7290.62988281;MG;SUDESTE
MINAS GERAIS;Guarda-Mor;6778;214778.015625;31687.51953125;MG;SUDESTE
MINAS GERAIS;Divinopolis;216099;2819794.25;13048.62011719;MG;SUDESTE
MINAS GERAIS;Olaria;2479;15796.69824219;6372.20996094;MG;SUDESTE
MINAS GERAIS;Santana do Deserto;3977;20955.63671875;5269.20996094;MG;SUDESTE
MINAS GERAIS;Barroso;20253;212967.875;10515.37011719;MG;SUDESTE
MINAS GERAIS;Piranga;17836;74883.703125;4198.45996094;MG;SUDESTE
MINAS GERAIS;Conceicao de Ipanema;4549;25230.13671875;5546.29980469;MG;SUDESTE
MINAS GERAIS;Alagoa;2926;23611.453125;8069.52978516;MG;SUDESTE
MINAS GERAIS;Liberdade;5397;38933.765625;7213.95996094;MG;SUDESTE
MINAS GERAIS;Santana do Riacho;4405;23585.89648438;5354.35009766;MG;SUDESTE
MINAS GERAIS;Capinopolis;16043;217788.640625;13575.30957031;MG;SUDESTE
MINAS GERAIS;Januaria;67516;334938.75;4960.87988281;MG;SUDESTE
MINAS GERAIS;Felicio dos Santos;5865;24365.36523438;4154.37011719;MG;SUDESTE
MINAS GERAIS;Chale;5598;29614.703125;5290.22998047;MG;SUDESTE
MINAS GERAIS;Tres Marias;28042;886700.8125;31620.4609375;MG;SUDESTE
MINAS GERAIS;Fortuna de Minas;2541;23232.98828125;9143.25;MG;SUDESTE
MINAS GERAIS;Grupiara;1468;16615.0390625;11318.15039062;MG;SUDESTE
MINAS GERAIS;Arapua;2778;42282.94140625;15220.63964844;MG;SUDESTE
MINAS GERAIS;Itacambira;5303;27237.48242188;5136.24023438;MG;SUDESTE
MINAS GERAIS;Matutina;3789;38726.0078125;10220.63964844;MG;SUDESTE
MINAS GERAIS;Francisco Badaro;10604;36256.87890625;3419.16992188;MG;SUDESTE
MINAS GERAIS;Sao Gotardo;32580;373019.53125;11449.33984375;MG;SUDESTE
MINAS GERAIS;Matozinhos;35233;518959.375;14729.36035156;MG;SUDESTE
MINAS GERAIS;Nova Era;18579;238511.484375;12837.69042969;MG;SUDESTE
MINAS GERAIS;Serra da Saudade;890;10433.84667969;11723.41992188;MG;SUDESTE
MINAS GERAIS;Eloi Mendes;25532;248070.1875;9716.04980469;MG;SUDESTE
MINAS GERAIS;Jenipapo de Minas;7242;29253.85351562;4039.4699707;MG;SUDESTE
MINAS GERAIS;Estrela do Sul;7439;131656.03125;17698.08007812;MG;SUDESTE
MINAS GERAIS;Fervedouro;10754;55018.7890625;5116.12011719;MG;SUDESTE
MINAS GERAIS;Lambari;19244;154348.234375;8020.58984375;MG;SUDESTE
MINAS GERAIS;Ponto dos Volantes;11458;41717.6640625;3640.91992188;MG;SUDESTE
MINAS GERAIS;Conceicao dos Ouros;10869;100532.8515625;9249.5;MG;SUDESTE
MINAS GERAIS;Sao Jose da Lapa;19234;264196.1875;13735.88964844;MG;SUDESTE
MINAS GERAIS;Guiricema;9116;56681.55078125;6217.81005859;MG;SUDESTE
MINAS GERAIS;Sao Joao Batista do Gloria;7198;314871.53125;43744.30859375;MG;SUDESTE
MINAS GERAIS;Augusto de Lima;4599;34932.56640625;7595.68994141;MG;SUDESTE
MINAS GERAIS;Sao Bras do Suacui;3657;70678.1171875;19326.80078125;MG;SUDESTE
MINAS GERAIS;Coracao de Jesus;27110;137973.40625;5089.39013672;MG;SUDESTE
MINAS GERAIS;Francisco Sa;25994;159273.59375;6127.31982422;MG;SUDESTE
MINAS GERAIS;Juramento;4108;28704.66015625;6987.5;MG;SUDESTE
MINAS GERAIS;Santa Cruz de Salinas;5466;22361.55664062;4091.0300293;MG;SUDESTE
MINAS GERAIS;Umburatiba;2844;18525.68945312;6513.95996094;MG;SUDESTE
MINAS GERAIS;Abadia dos Dourados;6805;71222.171875;10466.15039062;MG;SUDESTE
MINAS GERAIS;Almenara;38531;211526.859375;5489.77978516;MG;SUDESTE
MINAS GERAIS;Guaraciaba;10820;44316.84375;4095.83007812;MG;SUDESTE
MINAS GERAIS;Ferros;11531;58730.26953125;5093.25;MG;SUDESTE
MINAS GERAIS;Oratorios;4538;27503.37695312;6060.68017578;MG;SUDESTE
MINAS GERAIS;Joaima;15464;68067.1015625;4401.64990234;MG;SUDESTE
MINAS GERAIS;Betim;441748;25183730.0;57009.26953125;MG;SUDESTE
MINAS GERAIS;Guidoval;7523;51039.98046875;6784.52001953;MG;SUDESTE
MINAS GERAIS;Nova Modica;3952;25803.06835938;6529.12011719;MG;SUDESTE
MINAS GERAIS;Ibia;23069;564040.3125;24450.140625;MG;SUDESTE
MINAS GERAIS;Capetinga;7326;60727.01953125;8289.25;MG;SUDESTE
MINAS GERAIS;Japonvar;8536;31483.63085938;3688.34008789;MG;SUDESTE
MINAS GERAIS;Planura;11138;348062.0;31249.94921875;MG;SUDESTE
MINAS GERAIS;Japaraiba;3866;37439.67578125;9684.33984375;MG;SUDESTE
MINAS GERAIS;Bom Jesus da Penha;3980;59391.4765625;14922.48046875;MG;SUDESTE
MINAS GERAIS;Lagoa da Prata;47007;658043.375;13998.83984375;MG;SUDESTE
MINAS GERAIS;Patis;5572;27132.82226562;4869.49023438;MG;SUDESTE
MINAS GERAIS;Botumirim;6550;26801.24609375;4091.79003906;MG;SUDESTE
MINAS GERAIS;Sao Domingos das Dores;5418;34492.50390625;6366.27978516;MG;SUDESTE
MINAS GERAIS;Carlos Chagas;21212;195723.25;9227.00976562;MG;SUDESTE
MINAS GERAIS;Frei Inocencio;9347;54560.2578125;5837.18994141;MG;SUDESTE
MINAS GERAIS;Joanesia;5567;47648.38671875;8559.08007812;MG;SUDESTE
MINAS GERAIS;Formiga;67178;699269.4375;10409.20019531;MG;SUDESTE
MINAS GERAIS;Santa Barbara do Leste;7762;43049.03515625;5546.12988281;MG;SUDESTE
MINAS GERAIS;Alto Jequitiba;8122;73914.4921875;9100.53027344;MG;SUDESTE
MINAS GERAIS;Cajuri;4106;31722.73828125;7725.95019531;MG;SUDESTE
MINAS GERAIS;Pote;15237;72084.265625;4730.87011719;MG;SUDESTE
MINAS GERAIS;Jeceaba;6036;48413.43359375;8020.77978516;MG;SUDESTE
MINAS GERAIS;Passa Quatro;15907;139200.046875;8750.87011719;MG;SUDESTE
MINAS GERAIS;Paula Candido;9404;51212.125;5445.77978516;MG;SUDESTE
MINAS GERAIS;Dionisio;10589;50279.2109375;4748.25;MG;SUDESTE
MINAS GERAIS;Santa Rosa da Serra;3407;34233.875;10048.09960938;MG;SUDESTE
MINAS GERAIS;Pouso Alegre;127974;2563770.5;20033.52929688;MG;SUDESTE
MINAS GERAIS;Santa Vitoria;15791;281404.15625;17820.5390625;MG;SUDESTE
MINAS GERAIS;Contagem;625393;15410450.0;24641.23046875;MG;SUDESTE
MINAS GERAIS;Areado;13864;105690.2734375;7623.35986328;MG;SUDESTE
MINAS GERAIS;Bocaina de Minas;5216;25390.21679688;4867.75976562;MG;SUDESTE
MINAS GERAIS;Minduri;3665;31218.28125;8517.95019531;MG;SUDESTE
MINAS GERAIS;Fronteira;15706;706347.25;44973.078125;MG;SUDESTE
MINAS GERAIS;Rio Preto;5631;37442.55859375;6649.35986328;MG;SUDESTE
MINAS GERAIS;Chiador;2974;22917.57617188;7705.97998047;MG;SUDESTE
MINAS GERAIS;Visconde do Rio Branco;37228;498500.25;13390.46972656;MG;SUDESTE
MINAS GERAIS;Marlieria;3793;20432.83398438;5386.97998047;MG;SUDESTE
MINAS GERAIS;Matias Barbosa;13872;503760.125;36314.890625;MG;SUDESTE
MINAS GERAIS;Brumadinho;34391;475015.625;13812.20996094;MG;SUDESTE
MINAS GERAIS;Mutum;27123;178215.953125;6570.66015625;MG;SUDESTE
MINAS GERAIS;Rio Manso;5266;37097.17578125;7044.66015625;MG;SUDESTE
MINAS GERAIS;Lagoa Formosa;17134;153542.96875;8961.29980469;MG;SUDESTE
MINAS GERAIS;Martinho Campos;12662;142586.734375;11261.0;MG;SUDESTE
MINAS GERAIS;Buritis;22465;429076.75;19099.7890625;MG;SUDESTE
MINAS GERAIS;Pitangui;26038;199301.484375;7654.25;MG;SUDESTE
MINAS GERAIS;Jacui;7426;59960.48828125;8074.39990234;MG;SUDESTE
MINAS GERAIS;Itajuba;90225;1455166.375;16128.19042969;MG;SUDESTE
MINAS GERAIS;Itacarambi;18261;101189.3984375;5541.27978516;MG;SUDESTE
MINAS GERAIS;Andrelandia;12369;91036.46875;7360.04980469;MG;SUDESTE
MINAS GERAIS;Catuji;6633;27707.33203125;4177.18994141;MG;SUDESTE
MINAS GERAIS;Sao Sebastiao do Rio Preto;1737;9779.67578125;5630.20996094;MG;SUDESTE
MINAS GERAIS;Pedra Bonita;6751;41265.0546875;6112.43994141;MG;SUDESTE
MINAS GERAIS;Sarzedo;25583;230657.375;9016.04003906;MG;SUDESTE
MINAS GERAIS;Frutal;54819;786498.75;14347.19042969;MG;SUDESTE
MINAS GERAIS;Santana do Manhuacu;8353;51455.734375;6160.14990234;MG;SUDESTE
MINAS GERAIS;Arapora;6522;681050.8125;104423.609375;MG;SUDESTE
MINAS GERAIS;Mar de Espanha;11658;78774.9609375;6757.16015625;MG;SUDESTE
MINAS GERAIS;Pimenta;8525;94904.59375;11132.5;MG;SUDESTE
MINAS GERAIS;Antonio Dias;9598;65187.90625;6791.81982422;MG;SUDESTE
MINAS GERAIS;Buritizeiro;27068;241022.125;8904.3203125;MG;SUDESTE
MINAS GERAIS;Alterosa;13810;104638.234375;7576.99023438;MG;SUDESTE
MINAS GERAIS;Corinto;23048;147273.484375;6389.85986328;MG;SUDESTE
MINAS GERAIS;Claraval;4453;49489.51171875;11113.75;MG;SUDESTE
MINAS GERAIS;Tapira;3757;193151.859375;51411.19921875;MG;SUDESTE
MINAS GERAIS;Jesuania;4983;36957.18359375;7416.64990234;MG;SUDESTE
MINAS GERAIS;Eugenopolis;10769;65903.3984375;6119.72998047;MG;SUDESTE
MINAS GERAIS;Santa Rita de Ibitipoca;3847;26947.62890625;7004.83984375;MG;SUDESTE
MINAS GERAIS;Santo Antonio do Amparo;18125;136582.359375;7535.58007812;MG;SUDESTE
MINAS GERAIS;Alfenas;75214;1093276.125;14535.54003906;MG;SUDESTE
MINAS GERAIS;Teixeiras;12187;108453.5703125;8899.12011719;MG;SUDESTE
MINAS GERAIS;Santo Antonio do Grama;4349;27253.79101562;6266.68017578;MG;SUDESTE
MINAS GERAIS;Corrego Danta;3475;39413.9296875;11342.13964844;MG;SUDESTE
MINAS GERAIS;Sao Geraldo;9846;58736.59375;5965.52978516;MG;SUDESTE
MINAS GERAIS;Jaiba;32190;273967.125;8510.94042969;MG;SUDESTE
MINAS GERAIS;Sao Miguel do Anta;7094;38750.4296875;5462.41992188;MG;SUDESTE
MINAS GERAIS;Jacinto;12923;63906.41796875;4945.16992188;MG;SUDESTE
MINAS GERAIS;Piau;3064;32944.35546875;10752.0703125;MG;SUDESTE
MINAS GERAIS;Ipanema;17916;122971.7109375;6863.79003906;MG;SUDESTE
MINAS GERAIS;Medina;21115;102444.59375;4851.74023438;MG;SUDESTE
MINAS GERAIS;Entre Rios de Minas;14548;90063.109375;6190.75976562;MG;SUDESTE
MINAS GERAIS;Dores do Turvo;4668;23571.6953125;5049.62988281;MG;SUDESTE
MINAS GERAIS;Monte Carmelo;45975;593016.75;12898.6796875;MG;SUDESTE
MINAS GERAIS;Virginia;8544;80305.2265625;9399.01953125;MG;SUDESTE
MINAS GERAIS;Ipatinga;244508;5659344.0;23145.83984375;MG;SUDESTE
MINAS GERAIS;Ouro Branco;35475;1662534.75;46864.96875;MG;SUDESTE
MINAS GERAIS;Barao de Monte Alto;5700;35169.77734375;6170.14013672;MG;SUDESTE
MINAS GERAIS;Cipotanea;6807;26904.2578125;3952.43994141;MG;SUDESTE
MINAS GERAIS;Goncalves;4450;24095.359375;5414.68994141;MG;SUDESTE
MINAS GERAIS;Santo Antonio do Jacinto;11458;51993.1171875;4537.70996094;MG;SUDESTE
MINAS GERAIS;Bom Jesus do Galho;15462;79765.8828125;5158.83007812;MG;SUDESTE
MINAS GERAIS;Santo Hipolito;3673;29863.35351562;8130.50976562;MG;SUDESTE
MINAS GERAIS;Ituiutaba;96759;1773226.375;18326.22070312;MG;SUDESTE
MINAS GERAIS;Campo Belo;53653;399429.71875;7444.68994141;MG;SUDESTE
MINAS GERAIS;Sao Francisco de Sales;5314;93887.5625;17667.9609375;MG;SUDESTE
MINAS GERAIS;Conselheiro Lafaiete;114579;896665.25;7825.74023438;MG;SUDESTE
MINAS GERAIS;Sao Sebastiao do Anta;5723;35345.015625;6175.95996094;MG;SUDESTE
MINAS GERAIS;Passabem;1825;10328.00292969;5659.18017578;MG;SUDESTE
MINAS GERAIS;Franciscopolis;5662;29466.71484375;5204.29003906;MG;SUDESTE
MINAS GERAIS;Leandro Ferreira;2986;26655.82617188;8926.9296875;MG;SUDESTE
MINAS GERAIS;Moeda;4667;28248.98828125;6052.91992188;MG;SUDESTE
MINAS GERAIS;Inhauma;5565;68338.0546875;12279.96972656;MG;SUDESTE
MINAS GERAIS;Paulistas;5002;24270.41015625;4852.14013672;MG;SUDESTE
MINAS GERAIS;Cachoeira de Minas;11250;106102.0625;9431.29003906;MG;SUDESTE
MINAS GERAIS;Arantina;2538;15086.69824219;5944.33007812;MG;SUDESTE
MINAS GERAIS;Galileia;7563;44373.015625;5867.12011719;MG;SUDESTE
MINAS GERAIS;Cachoeira de Pajeu;9537;48175.328125;5051.41015625;MG;SUDESTE
MINAS GERAIS;Novorizonte;5136;20142.61914062;3921.85009766;MG;SUDESTE
MINAS GERAIS;Braunas;5332;65603.265625;12303.69042969;MG;SUDESTE
MINAS GERAIS;Alem Paraiba;34591;623284.1875;18018.6796875;MG;SUDESTE
MINAS GERAIS;Manga;21338;123213.34375;5774.35986328;MG;SUDESTE
MINAS GERAIS;Abre Campo;13177;93464.46875;7093.0;MG;SUDESTE
MINAS GERAIS;Capitolio;7864;80691.7890625;10260.91015625;MG;SUDESTE
MINAS GERAIS;Santa Barbara;27571;188565.171875;6839.25976562;MG;SUDESTE
MINAS GERAIS;Montalvania;16135;67271.9453125;4169.31982422;MG;SUDESTE
MINAS GERAIS;Caxambu;21431;149701.171875;6985.25976562;MG;SUDESTE
MINAS GERAIS;Bocaiuva;46624;359393.65625;7708.33984375;MG;SUDESTE
MINAS GERAIS;Sao Goncalo do Abaete;6546;98287.625;15014.91015625;MG;SUDESTE
MINAS GERAIS;Mirabela;13252;56364.48828125;4253.27978516;MG;SUDESTE
MINAS GERAIS;Pavao;9155;45973.15234375;5021.64013672;MG;SUDESTE
MINAS GERAIS;Presidente Juscelino;4385;31442.37695312;7170.43994141;MG;SUDESTE
MINAS GERAIS;Sobralia;6116;32241.73046875;5271.70019531;MG;SUDESTE
MINAS GERAIS;Doresopolis;1578;15603.35839844;9888.05957031;MG;SUDESTE
MINAS GERAIS;Lagamar;7873;81778.8359375;10387.25;MG;SUDESTE
MINAS GERAIS;Dom Vicoso;3117;17604.30664062;5647.83984375;MG;SUDESTE
MINAS GERAIS;Santa Cruz do Escalvado;5321;33541.890625;6303.68017578;MG;SUDESTE
MINAS GERAIS;Sao Pedro da Uniao;5386;54260.28125;10074.3203125;MG;SUDESTE
MINAS GERAIS;Divisopolis;8463;45420.76953125;5366.97998047;MG;SUDESTE
MINAS GERAIS;Corrego do Bom Jesus;3824;21700.81640625;5674.89990234;MG;SUDESTE
MINAS GERAIS;Gameleiras;5392;33918.8046875;6290.58007812;MG;SUDESTE
MINAS GERAIS;Argirita;3051;23857.28515625;7819.5;MG;SUDESTE
MINAS GERAIS;Pratapolis;8800;97188.8203125;11044.1796875;MG;SUDESTE
MINAS GERAIS;Baependi;18745;129998.0;6935.08007812;MG;SUDESTE
MINAS GERAIS;Patos de Minas;139841;1734816.0;12405.62988281;MG;SUDESTE
MINAS GERAIS;Piracema;6785;53671.14453125;7910.25976562;MG;SUDESTE
MINAS GERAIS;Virgolandia;5819;29363.0703125;5046.06982422;MG;SUDESTE
MINAS GERAIS;Piranguinho;8227;45661.71875;5550.22998047;MG;SUDESTE
MINAS GERAIS;Antonio Carlos;11624;101540.734375;8735.44042969;MG;SUDESTE
MINAS GERAIS;Estrela do Indaia;3787;38553.88671875;10180.58984375;MG;SUDESTE
MINAS GERAIS;Ninheira;11031;43108.296875;3907.91992188;MG;SUDESTE
MINAS GERAIS;Padre Carvalho;6176;21259.1953125;3442.22998047;MG;SUDESTE
MINAS GERAIS;Nova Resende;14686;135550.21875;9229.88964844;MG;SUDESTE
MINAS GERAIS;Carmo da Mata;11446;78843.171875;6888.27001953;MG;SUDESTE
MINAS GERAIS;Biquinhas;2621;25742.21875;9821.53027344;MG;SUDESTE
MINAS GERAIS;Carmo de Minas;14397;114079.328125;7923.83007812;MG;SUDESTE
MINAS GERAIS;Araponga;8328;42462.0234375;5098.70996094;MG;SUDESTE
MINAS GERAIS;Iapu;11501;53168.58203125;4622.95019531;MG;SUDESTE
MINAS GERAIS;Riacho dos Machados;9716;53384.8203125;5494.52978516;MG;SUDESTE
MINAS GERAIS;Cana Verde;5915;41001.44921875;6931.77978516;MG;SUDESTE
MINAS GERAIS;Pirajuba;4059;168040.40625;41399.4609375;MG;SUDESTE
MINAS GERAIS;Carmopolis de Minas;16624;167493.75;10075.41992188;MG;SUDESTE
MINAS GERAIS;Andradas;36633;408386.53125;11148.04980469;MG;SUDESTE
MINAS GERAIS;Sao Sebastiao do Paraiso;64800;909921.375;14042.0;MG;SUDESTE
MINAS GERAIS;Alvorada de Minas;3588;20812.60742188;5800.62011719;MG;SUDESTE
MINAS GERAIS;Tabuleiro;4068;24435.87109375;6006.85009766;MG;SUDESTE
MINAS GERAIS;Manhuacu;78605;1108459.75;14101.63964844;MG;SUDESTE
MINAS GERAIS;Itabira;110419;3415340.0;30930.73046875;MG;SUDESTE
MINAS GERAIS;Sao Jose do Alegre;4066;24601.56054688;6050.56005859;MG;SUDESTE
MINAS GERAIS;Bandeira;5521;25582.24414062;4633.62988281;MG;SUDESTE
MINAS GERAIS;Alpercata;7252;40111.55859375;5531.10009766;MG;SUDESTE
MINAS GERAIS;Santa Luzia;231607;1786026.125;7711.45019531;MG;SUDESTE
MINAS GERAIS;Glaucilandia;3072;17455.43164062;5682.10986328;MG;SUDESTE
MINAS GERAIS;Santo Antonio do Aventureiro;3600;22728.75585938;6313.54003906;MG;SUDESTE
MINAS GERAIS;Santa Juliana;11571;283207.6875;24475.65039062;MG;SUDESTE
MINAS GERAIS;Caparao;4991;43127.42578125;8641.04003906;MG;SUDESTE
MINAS GERAIS;Central de Minas;6821;37185.7265625;5451.64990234;MG;SUDESTE
MINAS GERAIS;Canapolis;11865;262747.75;22144.76953125;MG;SUDESTE
MINAS GERAIS;Gurinhata;6228;88027.0;14134.0703125;MG;SUDESTE
MINAS GERAIS;Fronteira dos Vales;4980;21192.48828125;4255.52001953;MG;SUDESTE
MINAS GERAIS;Verdelandia;8514;64725.09375;7602.20019531;MG;SUDESTE
MINAS GERAIS;Berizal;4655;17727.66210938;3808.31005859;MG;SUDESTE
MINAS GERAIS;Belmiro Braga;3079;32525.99804688;10563.8203125;MG;SUDESTE
MINAS GERAIS;Espinosa;32461;136152.84375;4194.35009766;MG;SUDESTE
MINAS GERAIS;Indianopolis;6671;286319.625;42920.05078125;MG;SUDESTE
MINAS GERAIS;Mateus Leme;26862;337752.53125;12573.62011719;MG;SUDESTE
MINAS GERAIS;Congonhas do Norte;5335;20812.99609375;3901.2199707;MG;SUDESTE
MINAS GERAIS;Governador Valadares;263274;2845814.0;10809.3203125;MG;SUDESTE
MINAS GERAIS;Sao Roque de Minas;6301;101647.859375;16132.01953125;MG;SUDESTE
MINAS GERAIS;Piedade do Rio Grande;4871;173165.03125;35550.19921875;MG;SUDESTE
MINAS GERAIS;Coromandel;28296;475813.28125;16815.5703125;MG;SUDESTE
MINAS GERAIS;Piedade dos Gerais;4762;27067.94140625;5684.14990234;MG;SUDESTE
MINAS GERAIS;Cambui;26365;326565.71875;12386.33007812;MG;SUDESTE
MINAS GERAIS;Carmesia;2712;13151.90039062;4849.52001953;MG;SUDESTE
MINAS GERAIS;Rio Acima;8685;85513.75;9846.13964844;MG;SUDESTE
MINAS GERAIS;Itauna;85838;1224195.625;14261.70019531;MG;SUDESTE
MINAS GERAIS;Rio Doce;2656;16774.27734375;6315.62011719;MG;SUDESTE
MINAS GERAIS;Pratinha;3435;61587.046875;17929.26953125;MG;SUDESTE
